cust_code,cust_price_sensitivity,cust_lifestage,prod_code,prod_code_10,prod_code_20,prod_code_30,prod_code_40,basket_id,basket_size,basket_price_sensitivity,basket_type,basket_dominant_mission,shop_week,shop_date,shop_weekday,shop_hour,store_code,store_format,store_region,quantity,spend
CUST0000347230,Mid Market,Other,PRD0903307,CL00110,DEP00039,G00010,D00003,994105700389252,Large,Less Affluent,Full Shop,Mixed,200711,2007-05-10,Thursday,21,STORE00290,Medium,E01,1,1.14
CUST0000347230,Mid Market,Other,PRD0903279,CL00116,DEP00042,G00011,D00003,994105700389252,Large,Less Affluent,Full Shop,Mixed,200711,2007-05-10,Thursday,21,STORE00290,Medium,E01,1,0.55
CUST0000347230,Mid Market,Other,PRD0900649,CL00140,DEP00049,G00014,D00003,994105700389252,Large,Less Affluent,Full Shop,Mixed,200711,2007-05-10,Thursday,21,STORE00290,Medium,E01,3,2.25
CUST0000347230,Mid Market,Other,PRD0902477,CL00161,DEP00054,G00016,D00003,994105700389252,Large,Less Affluent,Full Shop,Mixed,200711,2007-05-10,Thursday,21,STORE00290,Medium,E01,1,2.38
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994105700466874,Medium,Less Affluent,Small Shop,Grocery,200711,2007-05-08,Tuesday,15,STORE00290,Medium,E01,3,9.63
CUST0000470228,Less Affluent,Young Families,PRD0902924,CL00160,DEP00054,G00016,D00003,994105700466874,Medium,Less Affluent,Small Shop,Grocery,200711,2007-05-08,Tuesday,15,STORE00290,Medium,E01,1,1
CUST0000470228,Less Affluent,Young Families,PRD0901348,CL00072,DEP00021,G00007,D00002,994105700466874,Medium,Less Affluent,Small Shop,Grocery,200711,2007-05-08,Tuesday,15,STORE00290,Medium,E01,1,2.06
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994105700466875,Small,Mid Market,Small Shop,Grocery,200711,2007-05-10,Thursday,17,STORE00290,Medium,E01,1,3.21
CUST0000470228,Less Affluent,Young Families,PRD0901620,CL00164,DEP00055,G00016,D00003,994105700466875,Small,Mid Market,Small Shop,Grocery,200711,2007-05-10,Thursday,17,STORE00290,Medium,E01,1,0.42
CUST0000384938,Up Market,Young Adults,PRD0904426,CL00046,DEP00012,G00004,D00002,994105800415625,Medium,Up Market,Small Shop,Fresh,200712,2007-05-14,Monday,15,STORE00290,Medium,E01,1,2.17
CUST0000384938,Up Market,Young Adults,PRD0903757,CL00046,DEP00012,G00004,D00002,994105800415625,Medium,Up Market,Small Shop,Fresh,200712,2007-05-14,Monday,15,STORE00290,Medium,E01,3,3.96
CUST0000384938,Up Market,Young Adults,PRD0904352,CL00123,DEP00044,G00012,D00003,994105800415625,Medium,Up Market,Small Shop,Fresh,200712,2007-05-14,Monday,15,STORE00290,Medium,E01,3,1.08
CUST0000470228,Less Affluent,Young Families,PRD0904367,CL00164,DEP00055,G00016,D00003,994105900482658,Medium,Up Market,Small Shop,Grocery,200713,2007-05-25,Friday,18,STORE00290,Medium,E01,1,0.36
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994105900482658,Medium,Up Market,Small Shop,Grocery,200713,2007-05-25,Friday,18,STORE00290,Medium,E01,1,3.21
CUST0000470228,Less Affluent,Young Families,PRD0904660,CL00161,DEP00054,G00016,D00003,994105900482658,Medium,Up Market,Small Shop,Grocery,200713,2007-05-25,Friday,18,STORE00290,Medium,E01,1,0.85
CUST0000470228,Less Affluent,Young Families,PRD0901483,CL00236,DEP00084,G00028,D00008,994105900482658,Medium,Up Market,Small Shop,Grocery,200713,2007-05-25,Friday,18,STORE00290,Medium,E01,1,1.61
CUST0000562951,Less Affluent,Young Adults,PRD0900129,CL00067,DEP00019,G00007,D00002,994105900544004,Medium,Less Affluent,Top Up,Fresh,200713,2007-05-25,Friday,14,STORE00290,Medium,E01,1,6.89
CUST0000562951,Less Affluent,Young Adults,PRD0901585,CL00103,DEP00035,G00010,D00003,994105900544004,Medium,Less Affluent,Top Up,Fresh,200713,2007-05-25,Friday,14,STORE00290,Medium,E01,1,0.13
CUST0000562951,Less Affluent,Young Adults,PRD0904630,CL00139,DEP00048,G00013,D00003,994105900544004,Medium,Less Affluent,Top Up,Fresh,200713,2007-05-25,Friday,14,STORE00290,Medium,E01,1,1.42
CUST0000562951,Less Affluent,Young Adults,PRD0903620,CL00044,DEP00011,G00004,D00002,994105900544004,Medium,Less Affluent,Top Up,Fresh,200713,2007-05-25,Friday,14,STORE00290,Medium,E01,1,0.47
CUST0000347230,Mid Market,Other,PRD0903108,CL00096,DEP00030,G00008,D00002,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,3,4.83
CUST0000347230,Mid Market,Other,PRD0902819,CL00218,DEP00073,G00023,D00005,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,1,0.92
CUST0000347230,Mid Market,Other,PRD0904358,CL00063,DEP00019,G00007,D00002,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,1,1.54
CUST0000347230,Mid Market,Other,PRD0900959,CL00218,DEP00073,G00023,D00005,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,1,1.12
CUST0000347230,Mid Market,Other,PRD0900896,CL00074,DEP00021,G00007,D00002,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,1,0.73
CUST0000347230,Mid Market,Other,PRD0904887,CL00041,DEP00011,G00004,D00002,994106000388155,Medium,Mid Market,Top Up,Fresh,200714,2007-06-03,Sunday,21,STORE00290,Medium,E01,1,1.02
CUST0000384938,Up Market,Young Adults,PRD0903334,CL00047,DEP00012,G00004,D00002,994106000412149,Small,Up Market,Small Shop,Fresh,200714,2007-06-03,Sunday,16,STORE00290,Medium,E01,1,0.79
CUST0000384938,Up Market,Young Adults,PRD0900415,CL00040,DEP00010,G00004,D00002,994106000412149,Small,Up Market,Small Shop,Fresh,200714,2007-06-03,Sunday,16,STORE00290,Medium,E01,1,0.7
CUST0000470228,Less Affluent,Young Families,PRD0903677,CL00151,DEP00052,G00015,D00003,994106000466047,Medium,Up Market,Small Shop,Grocery,200714,2007-05-29,Tuesday,17,STORE00290,Medium,E01,1,1.87
CUST0000470228,Less Affluent,Young Families,PRD0900751,CL00229,DEP00081,G00027,D00008,994106000466047,Medium,Up Market,Small Shop,Grocery,200714,2007-05-29,Tuesday,17,STORE00290,Medium,E01,1,15.24
CUST0000470228,Less Affluent,Young Families,PRD0902214,CL00201,DEP00067,G00021,D00005,994106000466047,Medium,Up Market,Small Shop,Grocery,200714,2007-05-29,Tuesday,17,STORE00290,Medium,E01,1,1.18
CUST0000470228,Less Affluent,Young Families,PRD0902066,CL00229,DEP00081,G00027,D00008,994106000466048,Medium,Mid Market,Top Up,Grocery,200714,2007-05-28,Monday,15,STORE00290,Medium,E01,1,15.48
CUST0000470228,Less Affluent,Young Families,PRD0904358,CL00063,DEP00019,G00007,D00002,994106000466048,Medium,Mid Market,Top Up,Grocery,200714,2007-05-28,Monday,15,STORE00290,Medium,E01,1,1.54
CUST0000470228,Less Affluent,Young Families,PRD0903511,CL00238,DEP00084,G00028,D00008,994106000466048,Medium,Mid Market,Top Up,Grocery,200714,2007-05-28,Monday,15,STORE00290,Medium,E01,3,10.17
CUST0000470228,Less Affluent,Young Families,PRD0904856,CL00161,DEP00054,G00016,D00003,994106000466048,Medium,Mid Market,Top Up,Grocery,200714,2007-05-28,Monday,15,STORE00290,Medium,E01,1,1.3
CUST0000562951,Less Affluent,Young Adults,PRD0901829,CL00007,DEP00003,G00002,D00001,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,1,0.83
CUST0000562951,Less Affluent,Young Adults,PRD0901585,CL00103,DEP00035,G00010,D00003,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,1,0.13
CUST0000562951,Less Affluent,Young Adults,PRD0902290,CL00007,DEP00003,G00002,D00001,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,1,1.16
CUST0000562951,Less Affluent,Young Adults,PRD0901432,CL00007,DEP00003,G00002,D00001,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,1,0.82
CUST0000562951,Less Affluent,Young Adults,PRD0901958,CL00162,DEP00055,G00016,D00003,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,3,9.54
CUST0000562951,Less Affluent,Young Adults,PRD0903091,CL00016,DEP00004,G00003,D00001,994106000524511,Large,Less Affluent,Top Up,Mixed,200714,2007-05-28,Monday,17,STORE00290,Medium,E01,4,0.92
CUST0000470228,Less Affluent,Young Families,PRD0900008,CL00042,DEP00011,G00004,D00002,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,3,5.31
CUST0000470228,Less Affluent,Young Families,PRD0901106,CL00097,DEP00030,G00008,D00002,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,1,4.01
CUST0000470228,Less Affluent,Young Families,PRD0904358,CL00063,DEP00019,G00007,D00002,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,1,1.54
CUST0000470228,Less Affluent,Young Families,PRD0904660,CL00161,DEP00054,G00016,D00003,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,1,0.85
CUST0000470228,Less Affluent,Young Families,PRD0900684,CL00043,DEP00011,G00004,D00002,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,1,0.28
CUST0000470228,Less Affluent,Young Families,PRD0900659,CL00236,DEP00084,G00028,D00008,994106200479794,Large,Up Market,Top Up,Mixed,200716,2007-06-16,Saturday,19,STORE00290,Medium,E01,3,19.59
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994106300475505,Medium,Up Market,Small Shop,Grocery,200717,2007-06-22,Friday,16,STORE00290,Medium,E01,3,9.63
CUST0000470228,Less Affluent,Young Families,PRD0900173,CL00045,DEP00011,G00004,D00002,994106300475505,Medium,Up Market,Small Shop,Grocery,200717,2007-06-22,Friday,16,STORE00290,Medium,E01,1,1.82
CUST0000384938,Up Market,Young Adults,PRD0903052,CL00031,DEP00008,G00004,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.27
CUST0000384938,Up Market,Young Adults,PRD0903883,CL00214,DEP00071,G00022,D00005,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.23
CUST0000384938,Up Market,Young Adults,PRD0901546,CL00083,DEP00023,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,4.57
CUST0000384938,Up Market,Young Adults,PRD0900993,CL00154,DEP00052,G00015,D00003,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,2.01
CUST0000384938,Up Market,Young Adults,PRD0902821,CL00201,DEP00067,G00021,D00005,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.97
CUST0000384938,Up Market,Young Adults,PRD0901524,CL00079,DEP00022,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.87
CUST0000384938,Up Market,Young Adults,PRD0902137,CL00069,DEP00020,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,4,2.04
CUST0000384938,Up Market,Young Adults,PRD0903837,CL00069,DEP00020,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.5
CUST0000384938,Up Market,Young Adults,PRD0901243,CL00005,DEP00002,G00001,D00001,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,1.73
CUST0000384938,Up Market,Young Adults,PRD0900326,CL00150,DEP00052,G00015,D00003,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.79
CUST0000384938,Up Market,Young Adults,PRD0901898,CL00079,DEP00022,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,1.16
CUST0000384938,Up Market,Young Adults,PRD0901045,CL00197,DEP00067,G00021,D00005,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,1.91
CUST0000384938,Up Market,Young Adults,PRD0900095,CL00036,DEP00009,G00004,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,1.63
CUST0000384938,Up Market,Young Adults,PRD0903607,CL00069,DEP00020,G00007,D00002,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,1,0.68
CUST0000384938,Up Market,Young Adults,PRD0903388,CL00114,DEP00041,G00011,D00003,994106400424290,Large,Mid Market,Top Up,Fresh,200718,2007-07-01,Sunday,19,STORE00290,Medium,E01,4,1.96
CUST0000252993,Up Market,Young Families,PRD0903086,CL00038,DEP00010,G00004,D00002,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,1,1.14
CUST0000252993,Up Market,Young Families,PRD0901294,CL00033,DEP00008,G00004,D00002,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,3,5.19
CUST0000252993,Up Market,Young Families,PRD0902055,CL00164,DEP00055,G00016,D00003,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,1,0.35
CUST0000252993,Up Market,Young Families,PRD0903542,CL00151,DEP00052,G00015,D00003,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,3,1.71
CUST0000252993,Up Market,Young Families,PRD0901243,CL00005,DEP00002,G00001,D00001,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,1,1.73
CUST0000252993,Up Market,Young Families,PRD0901775,CL00035,DEP00009,G00004,D00002,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,1,1.1
CUST0000252993,Up Market,Young Families,PRD0900241,CL00164,DEP00055,G00016,D00003,994106500339919,Large,Mid Market,Top Up,Fresh,200719,2007-07-06,Friday,21,STORE00290,Medium,E01,1,0.19
CUST0000470228,Less Affluent,Young Families,PRD0904029,CL00005,DEP00002,G00001,D00001,994106500483554,Medium,Less Affluent,Small Shop,Fresh,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,1,0.81
CUST0000470228,Less Affluent,Young Families,PRD0903867,CL00023,DEP00008,G00004,D00002,994106500483554,Medium,Less Affluent,Small Shop,Fresh,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,1,1.93
CUST0000470228,Less Affluent,Young Families,PRD0904230,CL00070,DEP00020,G00007,D00002,994106500483554,Medium,Less Affluent,Small Shop,Fresh,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,1,0.45
CUST0000470228,Less Affluent,Young Families,PRD0904505,CL00163,DEP00055,G00016,D00003,994106500483555,Medium,Up Market,Small Shop,Grocery,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,1,0.36
CUST0000470228,Less Affluent,Young Families,PRD0903110,CL00164,DEP00055,G00016,D00003,994106500483555,Medium,Up Market,Small Shop,Grocery,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,3,1.29
CUST0000470228,Less Affluent,Young Families,PRD0901483,CL00236,DEP00084,G00028,D00008,994106500483555,Medium,Up Market,Small Shop,Grocery,200719,2007-07-07,Saturday,13,STORE00290,Medium,E01,1,1.61
CUST0000384938,Up Market,Young Adults,PRD0902294,CL00083,DEP00023,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,6.58
CUST0000384938,Up Market,Young Adults,PRD0900095,CL00036,DEP00009,G00004,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,1.63
CUST0000384938,Up Market,Young Adults,PRD0904795,CL00048,DEP00012,G00004,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,1.33
CUST0000384938,Up Market,Young Adults,PRD0904596,CL00205,DEP00069,G00022,D00005,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,2.41
CUST0000384938,Up Market,Young Adults,PRD0903500,CL00085,DEP00024,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,3.49
CUST0000384938,Up Market,Young Adults,PRD0900415,CL00040,DEP00010,G00004,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.7
CUST0000384938,Up Market,Young Adults,PRD0900608,CL00067,DEP00019,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,1.32
CUST0000384938,Up Market,Young Adults,PRD0903149,CL00195,DEP00067,G00021,D00005,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,3.12
CUST0000384938,Up Market,Young Adults,PRD0900515,CL00129,DEP00046,G00013,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.84
CUST0000384938,Up Market,Young Adults,PRD0901529,CL00123,DEP00044,G00012,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.52
CUST0000384938,Up Market,Young Adults,PRD0903388,CL00114,DEP00041,G00011,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,3,1.47
CUST0000384938,Up Market,Young Adults,PRD0901997,CL00129,DEP00046,G00013,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.35
CUST0000384938,Up Market,Young Adults,PRD0904352,CL00123,DEP00044,G00012,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,3,1.08
CUST0000384938,Up Market,Young Adults,PRD0900991,CL00070,DEP00020,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,1.95
CUST0000384938,Up Market,Young Adults,PRD0903480,CL00164,DEP00055,G00016,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.53
CUST0000384938,Up Market,Young Adults,PRD0901008,CL00154,DEP00052,G00015,D00003,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,2.16
CUST0000384938,Up Market,Young Adults,PRD0900432,CL00070,DEP00020,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.43
CUST0000384938,Up Market,Young Adults,PRD0904174,CL00042,DEP00011,G00004,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,1.03
CUST0000384938,Up Market,Young Adults,PRD0901348,CL00072,DEP00021,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,2.06
CUST0000384938,Up Market,Young Adults,PRD0903812,CL00218,DEP00073,G00023,D00005,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.33
CUST0000384938,Up Market,Young Adults,PRD0900812,CL00079,DEP00022,G00007,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,2.25
CUST0000384938,Up Market,Young Adults,PRD0900679,CL00041,DEP00011,G00004,D00002,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.68
CUST0000384938,Up Market,Young Adults,PRD0904029,CL00005,DEP00002,G00001,D00001,994106600426541,Large,Mid Market,Full Shop,Mixed,200720,2007-07-09,Monday,14,STORE00290,Medium,E01,1,0.81
CUST0000470228,Less Affluent,Young Families,PRD0901331,CL00238,DEP00084,G00028,D00008,994106600482177,Medium,Mid Market,Small Shop,Grocery,200720,2007-07-14,Saturday,14,STORE00290,Medium,E01,3,7.83
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994106600482177,Medium,Mid Market,Small Shop,Grocery,200720,2007-07-14,Saturday,14,STORE00290,Medium,E01,3,9.63
CUST0000470228,Less Affluent,Young Families,PRD0904856,CL00161,DEP00054,G00016,D00003,994106700480813,Small,Mid Market,Small Shop,Grocery,200721,2007-07-19,Thursday,14,STORE00290,Medium,E01,1,1.3
CUST0000384938,Up Market,Young Adults,PRD0904352,CL00123,DEP00044,G00012,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,3,1.08
CUST0000384938,Up Market,Young Adults,PRD0902821,CL00201,DEP00067,G00021,D00005,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,0.97
CUST0000384938,Up Market,Young Adults,PRD0901740,CL00033,DEP00008,G00004,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,2.09
CUST0000384938,Up Market,Young Adults,PRD0901067,CL00036,DEP00009,G00004,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,1.45
CUST0000384938,Up Market,Young Adults,PRD0900832,CL00150,DEP00052,G00015,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,0.86
CUST0000384938,Up Market,Young Adults,PRD0903415,CL00025,DEP00008,G00004,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,2.43
CUST0000384938,Up Market,Young Adults,PRD0903388,CL00114,DEP00041,G00011,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,4,1.96
CUST0000384938,Up Market,Young Adults,PRD0900812,CL00079,DEP00022,G00007,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,2.25
CUST0000384938,Up Market,Young Adults,PRD0901768,CL00122,DEP00044,G00012,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,1.1
CUST0000384938,Up Market,Young Adults,PRD0900095,CL00036,DEP00009,G00004,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,1.63
CUST0000384938,Up Market,Young Adults,PRD0901938,CL00070,DEP00020,G00007,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,0.52
CUST0000384938,Up Market,Young Adults,PRD0901008,CL00154,DEP00052,G00015,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,2.16
CUST0000384938,Up Market,Young Adults,PRD0902406,CL00108,DEP00037,G00010,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,0.86
CUST0000384938,Up Market,Young Adults,PRD0903184,CL00163,DEP00055,G00016,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,1.29
CUST0000384938,Up Market,Young Adults,PRD0900019,CL00163,DEP00055,G00016,D00003,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,1.59
CUST0000384938,Up Market,Young Adults,PRD0900176,CL00086,DEP00024,G00007,D00002,994106800422266,Large,Up Market,Full Shop,Mixed,200722,2007-07-25,Wednesday,19,STORE00290,Medium,E01,1,3.77
CUST0000470228,Less Affluent,Young Families,PRD0900880,CL00100,DEP00033,G00009,D00002,994106800477381,Medium,Mid Market,Small Shop,Grocery,200722,2007-07-29,Sunday,17,STORE00290,Medium,E01,1,2.2
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994106800477381,Medium,Mid Market,Small Shop,Grocery,200722,2007-07-29,Sunday,17,STORE00290,Medium,E01,3,9.63
CUST0000470228,Less Affluent,Young Families,PRD0900508,CL00229,DEP00081,G00027,D00008,994106800477382,Small,Mid Market,Small Shop,Grocery,200722,2007-07-25,Wednesday,15,STORE00290,Medium,E01,1,3.21
CUST0000252993,Up Market,Young Families,PRD0904735,CL00235,DEP00083,G00028,D00008,994106900343787,Small,Mid Market,Small Shop,Grocery,200723,2007-08-05,Sunday,18,STORE00290,Medium,E01,1,9.24
CUST0000270626,Mid Market,Older Families,PRD0904976,CL00040,DEP00010,G00004,D00002,994106900355269,Small,Up Market,Small Shop,Fresh,200723,2007-08-03,Friday,20,STORE00290,Medium,E01,1,1.49
CUST0000270626,Mid Market,Older Families,PRD0904138,CL00075,DEP00022,G00007,D00002,994106900355269,Small,Up Market,Small Shop,Fresh,200723,2007-08-03,Friday,20,STORE00290,Medium,E01,1,1.64
CUST0000270626,Mid Market,Older Families,PRD0903612,CL00063,DEP00019,G00007,D00002,994106900355270,Medium,Up Market,Small Shop,Fresh,200723,2007-08-02,Thursday,12,STORE00290,Medium,E01,3,2.91
CUST0000470228,Less Affluent,Young Families,PRD0900751,CL00229,DEP00081,G00027,D00008,994106900484599,Small,Mid Market,Small Shop,Grocery,200723,2007-08-01,Wednesday,14,STORE00290,Medium,E01,1,15.24
CUST0000384938,Up Market,Young Adults,PRD0903401,CL00047,DEP00012,G00004,D00002,994107000425100,Large,Mid Market,Full Shop,Fresh,200724,2007-08-08,Wednesday,20,STORE00290,Medium,E01,1,0.38
CUST0000384938,Up Market,Young Adults,PRD0901740,CL00033,DEP00008,G00004,D00002,994107000425100,Large,Mid Market,Full Shop,Fresh,200724,2007-08-08,Wednesday,20,STORE00290,Medium,E01,1,2.09
